country,GID_0,ISO_3,region,subregion,ID,ws_avg,GroundWater_GeomaticDeq50,GroundWater_RcghDeq50,GroundWater_RchgDeq50,Species_Richness_3taxa,MSpecies_Richness_9taxa,TMSpecies_Richness_8taxa,soil_biodiversity,Species_Richness_4taxa,TSpecies_Richness_4taxa,TempVelocity_terr_all,Monfreda_prod_sum_allcrops,IHME_dbl_burden_malnut,Herrero_lvstk_kg,Watson_fish_ind_nind_0004,food_prod_terr,food_prod_terr_lim,DALYS_2000,life_expectancy_SHDI_2000,ADM2_ADM1_ADM0_2010,TerrStat_hotspots_bin_sum_quant0.1,TerrStat_hotspots_sum_quant0.1
turks and caicos islands (the),TCA,TCA,americas,caribbean,216,NA,NA,25.478992619093333,7.245433964308177,0.16876993272453547,2.1075623750686647,1.3146637678146362,61.19978332519531,0,0,0,0,NA,NA,47746.997802734375,NA,NA,NA,NA,0.14421910047531128,0,0
chad,TCD,TCD,africa,central africa,217,4.932900138122041,1.360739549805384,2.0114370473373304,2.3572870474031897,0.4194337082884267,0,0,20.044764889250025,0.5604026555373522,0.3390101595579828,0.9454108766527436,130.05270318872462,0.23673636384020263,208.31894224874185,NA,1.9007181644335128e-4,0.00306370962782058,114422.88668987859,48.16496351719892,0.0608713090568549,1,10000
togo,TGO,TGO,africa,west africa,218,1.467400470127662,0.4711373127843977,5.96146381775305,6.623641156381177,1.2245840456478756,0.06236165098931595,0.05261357606056857,67.33231553764512,1.638378646434321,0.366891222578696,1.0638825455626506,3656.4932334150462,0.11960013286153244,1732.9599573780015,258288.1627987132,0.00466873406946921,0.07659578444917559,75486.4843463618,54.24207015610859,0.06349113347593291,2,101
thailand,THA,THA,asia and the pacific,south-east asia,219,2.7981331807725423,33.44609780886102,8.332942290293945,8.956503312688332,1.2474087193589145,0.9636439550341164,0.5548990280054846,104.24035872564129,1.7110963084543147,1.0442036962671233,0.5547122576019067,19363.364801176365,0.12702254627661813,4955.096564088998,145020.26240645934,0.02423180058949712,0.3913191662366036,33022.18323318756,72.06122040871176,0.15012501116131335,3,10101
tajikistan,TJK,TJK,europe and central asia,central asia,220,0.9288371757985462,12.925902695684504,1.474495434374034,1.7772254285453877,0.43806417243296414,0,0,80.98147440595388,0.5069524490929374,0.19352650167239452,0.6129681831987552,1370.7220490918244,0.1370198533278585,7399.443076585768,NA,0.00283120944104158,0.04393169152548528,39558.51237442212,63.43641091207013,0.11230934958864355,1,10000
tokelau,TKL,TKL,asia and the pacific,oceania,221,NA,NA,NA,NA,0.00259251325041987,2.8940250873565674,2.1172080039978027,190.5,0,0,0,NA,NA,NA,105323.6611328125,NA,NA,NA,NA,NA,NA,NA
turkmenistan,TKM,TKM,europe and central asia,central asia,222,3.015639843077333,2.089742327597719,0.176766591449388,0.1216285234411902,0.36329535596224727,0,0,23.313745094397923,0.4960878584009695,0.23466882572848133,0.7388014910740106,931.6693450669708,0.11036937608529544,2418.8948221042483,NA,0.00149228512395929,0.02374169759820534,37424.312485115,62.75762414932251,0.12228113551477228,1,10000
timor-leste,TLS,TLS,asia and the pacific,south-east asia,223,0.00740113573142048,1.38560912827825,3.885996361224972,4.8432728156708835,0.5302021845347351,6.263673867119683,2.901180424955156,129.4202363505166,0.515524279123848,0.25315482462638605,0.4180121919697083,1620.2454601869847,0.2695911967919932,2423.644422600068,22518.908537801108,0.00235415360973081,0.03800794677016415,55426.45703125,NA,0.07630568875946812,1,10000
tonga,TON,TON,asia and the pacific,oceania,224,NA,NA,NA,NA,0.02888858574442565,3.55719456076622,2.624278873205185,174.75,0,0,0,0,NA,0,58181.02917480469,0,0,27919.263671875,NA,0.2116212695837021,0,0
trinidad and tobago,TTO,TTO,americas,caribbean,225,1.196292981505394,6.72795706467125,10.499890039707052,12.597718715667725,0.967938967851492,2.175068635206956,1.3055724712518546,146.23538522159353,0.7132332299591706,0.16401287544155288,0.4086721425798225,21880.70761213637,0.1325935899065091,0,160716.88584641676,0.02850252991862914,0.4384624602554267,32663.912109375,69.10199737548828,0.1561067507136613,1,10000
tunisia,TUN,TUN,africa,north africa,226,5.457104163970726,22.46710913129001,1.2199140555433596,1.4296881482851382,0.34000833042054657,0.30017421480377726,0.3112361293288552,24.958430714832726,0.4642675384807517,0.16630079087402522,0.7876376329026861,3103.3706740630982,0.2408178731007672,9187.13238114794,7380.65032151908,0.00525673105111603,0.08337438707306283,25685.110786088015,72.85672851352517,0.198458526012169,2,10100
turkey,TUR,TUR,europe and central asia,central and western europe,227,1.1010485612893106,41.727389631555866,2.478476626448193,2.785280187378125,0.45388550149789536,0.12930202072286776,0.11555220436013064,95.41774036484894,0.562976985576967,0.17867424696180592,0.8485269784753166,8893.763573542385,0.13263385675170206,15824.466597258495,42940.28029597022,0.01316407358291462,0.2115379582312349,28108.47291030825,71.65652244435418,0.18646003655799753,2,10100
tuvalu,TUV,TUV,asia and the pacific,oceania,228,NA,0,0,0,0.00624644931136704,3.4482725461324057,2.5671557744344073,207.125,0,0,0,0,NA,NA,55945.28157552083,NA,NA,NA,NA,NA,0,0
taiwan (province of china),TWN,TWN,asia and the pacific,north-east asia,229,0.6307239937161406,15.180713598172836,11.668266149891748,12.483914693461523,0.7411278063033107,5.3356495706875435,2.339425667315786,210.17752090378187,0.9437940920180736,0.5669001698774049,0.3802224645042116,25817.02988272963,NA,6465.172143593233,30516.74558843067,0.03259594860099555,0.47346718486491435,23898.22265625,NA,0.2278698980808258,2,10100
"tanzania, the united republic of",TZA,TZA,africa,east africa and adjacent islands,230,0.9113857794417128,6.143612111751704,4.244150551399918,4.66002994667195,1.3826861491217624,0.19463944327268343,0.1137156125608409,80.17301372717948,1.639487304006093,0.5160659196038779,0.9882216204903432,1142.0904465359376,0.11072340019387115,1965.4978703978309,83866.09360207694,0.00174779742146063,0.0281523565751369,88276.29565899316,52.01364504404777,0.11677905763862428,2,10001
uganda,UGA,UGA,africa,east africa and adjacent islands,231,1.2305087532744643,1.6726586098937126,4.2178647953143,4.607594144828499,1.4727298055521107,0,0,86.99849799099097,1.766637409784842,0.5269154889672055,0.9625011332863576,7499.418147812535,0.1048500709199235,4629.409014355817,NA,0.01119778678776053,0.1833100678074961,102439.09800079702,47.91873870327304,0.11089960532015491,3,10101
ukraine,UKR,UKR,europe and central asia,eastern europe,232,0.5049199221867595,6.051269029168739,1.976115381420035,2.4847480151000796,0.5758994643093105,0.01870936653070693,0.00215577227088512,107.3807352254489,0.5671933035569421,0.18899879347207496,0.5833725258740959,12234.19136361227,NA,33442.105222598126,27673.707040923924,0.01981683038232514,0.3147547171491795,49298.164313924986,67.85831288205098,0.1587548355308304,2,10100
united states minor outlying islands (the),UMI,UMI,asia and the pacific,oceania,233,NA,NA,NA,NA,0.01333257742226123,1.9235535860061648,1.6648812294006348,NA,0,0,0,0,NA,NA,19316.70703125,NA,NA,NA,NA,0.1048961579799652,0,0
uruguay,URY,URY,americas,south america,234,0.5937792881595071,3.3473631545370197,8.33835987613236,8.59772383579408,0.7522180929211075,0.4269326943376749,0.4396403811251342,102.03022549978655,0.9310631115062202,0.22874936026886575,0.4209342770571586,1172.3875701996049,0.11867826470197776,14090.53471035809,75652.20216183591,0.00346722385671337,0.05179980471765357,31859.493303344676,75.02499839475803,0.16101708443439217,1,100
united states of america (the),USA,USA,americas,north america,235,1.5103614406886283,17.844759167010537,4.890093740897796,4.556059630996902,0.5050275443234293,0.1420365437525193,0.14111400719771605,87.53283477133176,0.5716492489544961,0.15852213105924973,0.9325278446819066,7422.8413410980975,0.1155618168413639,11280.196518902156,37110.70414455111,0.01082675726976867,0.16397762755113554,29980.01704320174,76.89850577036445,0.10641378244059475,2,11000
uzbekistan,UZB,UZB,europe and central asia,central asia,236,2.5561800853634433,3.1373129956086516,0.8262383402403982,0.984768373174006,0.3530379591415152,0,0,38.030079158561975,0.460909589911467,0.25105899307524654,0.6170460018292616,3764.4071765185304,0.14767124783922062,12416.876937531068,NA,0.00663762539355501,0.10495083559801638,36684.221525935616,64.37528502879577,0.2532846149038988,2,10100
holy see (the),VAT,VAT,europe and central asia,central and western europe,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
saint vincent and the grenadines,VCT,VCT,americas,caribbean,238,NA,50.7950553894043,6.241273880004883,8.519837379455566,0.16131805069744587,2.321470022201538,1.2327218055725098,NA,0,0,0,0,NA,0,67813.435546875,0,0,30955.60546875,NA,0.13347917795181274,1,10000
venezuela (bolivarian republic of),VEN,VEN,americas,south america,239,1.122823457497076,4.587934435221015,13.266890657851365,13.825032319359993,1.6554888563136836,0.3227102042460828,0.2249628355972612,139.90082019509794,2.029215390984999,0.31646140897555747,0.740431692137217,1523.2680890287531,0.1251951893858172,4764.76166891892,72792.98944783339,0.00254230857486941,0.0401917307548425,26305.1166350058,71.71056672204675,0.14901962181537143,2,10001
virgin islands (british),VGB,VGB,americas,caribbean,240,NA,NA,NA,NA,0.13925153017044067,2.270174503326416,1.578299641609192,NA,0,0,0,0,NA,NA,139619.734375,NA,NA,NA,NA,NA,0,0
virgin islands (u.s.),VIR,VIR,americas,caribbean,241,NA,NA,NA,NA,0.1910040726264318,2.217414140701294,1.3964815139770508,NA,0,0,0,0,NA,0,7759.269205729167,0,0,30910.63671875,NA,0.1048961579799652,0,0
viet nam,VNM,VNM,asia and the pacific,south-east asia,242,1.954726349619546,25.337286214271092,9.12541259705059,9.593495619648529,1.35516453448696,1.818398296366544,1.0210987548410504,131.75421936930422,1.8670627430729507,1.1298709118976062,0.91185614598839,15466.246818232652,0.1321842292588476,7529.564038550902,412083.935466589,0.01985992640608526,0.2922003234730411,26281.475115542456,71.39925497355914,0.05864958863294181,3,10101
vanuatu,VUT,VUT,asia and the pacific,oceania,243,NA,39.287800535559654,18.304916412665925,16.50110812125535,0.10919599740541187,4.769611052809091,2.74886568990247,209.95754455566407,0.09967504675725555,0.13500416092376075,0.3283830025769303,0,NA,NA,41020.338194939184,NA,NA,39218.31640625,NA,0.08549174666404724,1,10000
wallis and futuna,WLF,WLF,asia and the pacific,oceania,244,NA,NA,NA,NA,0.01925926003605127,3.48783278465271,2.490110993385315,NA,0,0,0,0,NA,NA,9871.3426513671875,NA,NA,NA,NA,0.06519858539104462,0,0
samoa,WSM,WSM,asia and the pacific,oceania,245,NA,NA,NA,NA,0.05928567448450673,3.586515841945525,2.4975762213430097,244.00000190734863,0.10068274045671027,0.28950316402079485,0.5317111808645207,0,NA,0,2550.86093828755,0,0,29296.25,NA,0.12761522829532623,0,0
akrotiri and dhekelia,XAD,NA,europe and central asia,central and western europe,246,3.632467071215311,8.206570307413736,1.325935463110606,2.267340342203776,0.33544495701789856,0.6848986744880676,0.7453102668126425,52,0.45379558205604553,0.3848566114902496,0.6542206952083992,1581.0283610026042,NA,NA,2562.5135129292808,NA,NA,NA,NA,0.11268979807694753,0,0
clipperton island,XCL,NA,asia and the pacific,oceania,247,NA,NA,NA,NA,0,1.4494049549102783,1.8147855997085571,NA,0,0,0,NA,NA,NA,33.45951461791992,NA,NA,NA,NA,0.06519858539104462,NA,NA
kosovo,XKO,NA,europe and central asia,central and western europe,248,0.1990791186262136,50.58166776421941,7.843605336786687,8.200170499154892,0.6010818786319645,0.00114964710912485,9.956266516926646e-4,82.29153534461712,0.6843434846264193,0.16489328110012516,1.05398483831307,11252.832399565596,NA,36759.932358314254,NA,0.01891787385102361,0.29857651242750816,34352.03662109375,72.73497581481934,0.20536167174577713,2,10100
northern cyprus,XNC,NA,europe and central asia,central and western europe,249,3.9511433765292168,23.81355287347521,1.891522114475568,2.3286879073296274,0.2984272763133049,0.7116370162238246,0.7899971293366473,51.052621038336504,0.28333178065393283,0.2620682264475719,0.849988004548441,3273.658452987671,NA,20085.356744384764,2378.03948899974,0.00704907803920769,0.10840084344191953,NA,NA,0.07499338073862924,1,10000
paracel islands,XPI,NA,asia and the pacific,south-east asia,250,NA,0,0,0,0.01421528939569655,3.6201266325437103,2.0576865673065186,NA,0,0,0,NA,NA,NA,1296593.8662109375,NA,NA,NA,NA,NA,NA,NA
spratly islands,XSP,NA,asia and the pacific,south-east asia,251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yemen,YEM,YEM,asia and the pacific,western asia,252,6.755240355446225,21.408635499379344,0.24316553122403725,0.2074894206613844,0.21952148535008373,0.6699119859675987,0.34272218499100443,14.657232622339508,0.3605008659318675,0.12803382831333734,0.9434290813543512,824.2526402982139,0.21797753737315204,2443.0818538669164,71476.86353599455,0.00135724754585012,0.0214959607563667,58682.16530530072,64.7899771130947,0.02645651857524208,2,10100
south africa,ZAF,ZAF,africa,southern africa,253,4.931033018756599,4.651625030025011,0.5838343029483065,0.7981793029831038,0.8602260253739438,0.27598677206911504,0.24192058527225696,47.510948339635526,1.1277489897127055,0.3660068292550308,0.4916864716456589,3909.5233895155006,0.20830847294755384,3074.8197797550624,187582.9957954909,0.00519242001736322,0.0692787346851747,69053.33817849947,58.83876052450057,0.23194055812725653,3,10101
zambia,ZMB,ZMB,africa,southern africa,254,0.07060728009991919,9.80126437721771,5.041751813122874,5.533800389522838,1.5008754203257266,0,0,75.54335025181832,1.7595030778748075,0.5003090455966474,0.9408974892036932,421.336391942387,0.16727050945371472,442.1937570708018,NA,5.78068434587452e-4,0.00939359468018258,112517.22283093727,45.40755898461079,0.23753898260830011,2,10001
zimbabwe,ZWE,ZWE,africa,southern africa,255,1.8952945444129707,1.2942933342043594,1.1816992966833513,1.6446389759705011,1.3918043464317091,0,0,49.91225407345707,1.7647032450036553,0.45199647344205113,0.6177640422594253,1434.2552351689487,0.1323043780327839,1308.7094608785933,NA,0.00193397657641089,0.03149474551067553,87749.23803077661,45.4778918511493,0.11265721451007966,2,10001
