"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"IDA & IBRD total","IBT","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","13406942.01","15747902","18276142","18878913","22581876","21051710","23835878.01","25685050","27710241","26361420","29898396","29052027","23648843","22395954","24947493","24024652","25556832","24931761.99","26924632.91","27811085.81","27408652.1","28806962.08","30522677.64","29885042.63","33048294.11","35342100.33","39163888.44","39034323.12","42087572.13","44011104.53","43118150.24","45083266.23","54632877.72","56419835.42","62815525.6","63435595.22","65400969.18","64090904.75","58197782.49","64669419.22","66818477.91","63890500.62","64975682.99","62661847.44","68070910.01","68073225.17","66230456.81","66705708.4","66686223.67","67021644.16","64741747.1","69419070.17","67180763.46","68017856.7","67975028.62","69270423.97","68799629.37","71296177.53","74018117.39","71202180.85","69541703.95","71440487.33","","",
"IDA total","IDA","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","1787705","1882629","2020450","2084689","2280282","2414051","2542317","2673377","2835780","2980541","3208277","3464725","3691750","3787398","3781221","3719712","3810625","3998089","3999919","3943378","3983344","4111743","4153190","4385143.24","4533940.14","4661775.11","4966448.72","5146791.28","5278347.28","5380853.02","5645221.37","5586183","5834951.31","5887881.97","5779313.36","6143174.73","6150997.36","6586732.59","6786325.98","7421848.62","7676039.74","7947258.81","8090116.8","8596743.03","9324776.38","9644163.02","9836878.85","10002541.04","9966823.85","10466961.02","10686156.29","10945716.76","11272671.26","11412264.77","11735708.18","11694808.14","12307855.89","13303176.22","13462356.76","13408308.66","13038930.17","13067499.69","","",
"IDA blend","IDB","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","227752","228163","246936","263926","299928","327834","379618","389040","397033","414853","463841","557964","593567","623930","599882","598927","648233","682604","730823","755048","740454","793266","813613","871173","884292","915606","967747.4","986888.5","1040073","1060525.3","1187277.81","1153926.48","1190626.2","1214947.69","1206326.31","1294685.4","1279711.8","1381512.09","1542745.74","1602411.76","1624814.29","1563432.2","1602883.74","1548907.36","1676224.1","1707241.49","1809771.7","1713525.15","1787407.51","1806075.72","1842045.95","1918141.79","1962293.79","2053929.07","2169563.66","2076564.54","2195950.38","2435460.81","2365836.98","2230199.29","2111764.12","2110063.06","","",
"Indonesia","IDN","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","681061","828628","857937","850976","910852","980902","1137261","1086299","1075825","1129110","1148494","1159181","1177852","1164611","1225698","1226933","1329767","1414037","1478892","1567885","1652660","1677030","1753048","1944527","1982327","2093069","2196212","2286077","2447412","2559240","2643521","2806423","2981883","3209582","3440912","3645428","3767439","3918222","4013311","4010871.5","4158534.6","4335940","4404801","4698733","4739638","4703117","4798414","5042176","5002765","5115756","5390461","5759674","5864409.35","6142410.11","6528638.33","6735639.15","6581114.83","6946132.04","7155854.27","7192713.78","6941042.32","7206879.2","","",
"IDA only","IDX","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","1559953","1654466","1773514","1820763","1980354","2086217","2162699","2284337","2438747","2565688","2744436","2906761","3098183","3163468","3181339","3120785","3162392","3315485","3269096","3188330","3242890","3318477","3339577","3513970.24","3649648.14","3746169.11","3998701.32","4159902.78","4238274.28","4320327.72","4457943.56","4432256.52","4644325.11","4672934.28","4572987.05","4848489.33","4871285.56","5205220.5","5243580.24","5819436.86","6051225.45","6383826.61","6487233.06","7047835.67","7648552.28","7936921.53","8027107.15","8289015.89","8179416.34","8660885.3","8844110.34","9027574.97","9310377.47","9358335.7","9566144.52","9618243.6","10111905.51","10867715.41","11096519.78","11178109.37","10927166.05","10957436.63","","",
"Isle of Man","IMN","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","4900","4900","4500","4000","3600","5100","4600","6000","7200","9800","14700","16900","18000","15500","14791","14505","11242","11844","10504","12407","10106","8642","6298","8322","7668","6974","5778","5561","5624","5696","4085","4562","4481","4850","3571","3734","3537","4289","2214","2609","3552","3112","3127","2984","2627","2764","2579","3812","2770","3555","4814","6844","6172","5745","3755","7781","7040","6759","4431","2939","2742.95","3041.34","","",
"India","IND","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","1116557.01","911641","919532","985873","1255504","1258353","1286639.01","1311378","1427129","1495679","1636829","1716303","1485142","1787620","2064670","2053375","1938973","2049754.99","2014855.01","2015210.01","2080157","2041720","1916381","2003865.5","2302519.1","2206097.6","2321272.89","2206075","2307632","2713689","2862586","2907233","2929102.01","3150212","3347607","3357739.99","3542948","3620948","3473492","3552149","3726427","3817092","3783853","3757899","3426509","3725361.99","3877337","3890293","4128727","4094756","4715816","4336132","4895142.41","4665438.43","4999493.43","4862038.51","5196946.01","5550953.01","5336183","5477100.01","4658197.01","5024904.99","","",
"Not classified","INX","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","40700","31200","28500","26500","30900","34600","38800","48900","50500","63500","75200","69200","86600","87391","85782","84165","90019","89222","100237","89552","144391","185429","205954","197088","224827","248827","248878","263767","273824","219849","248374","265510","279876","308504","327371","423559","365443","328045","360615","319385","312392","392528","318720","301218","310570","297181","241277","244368","234819","298584","348441","243454.95","305426.85","275949.83","306423.74","264370.53","259855.36","276329.84","251240.96","238443.64","208502.06","234158.85","","",
"Iran, Islamic Rep.","IRN","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","20015","20015","20015","18015","18013","20014","21114","22515","24019","24016","26066","24309","19488","19949","69062","66807","70038","69745","67170","65413","43659","44608","92818","96665","99554","102850","133381","190800","208792","234383","241929","255504","305707","322005","308100","339661","351725","369988","367297","380197","383991","351142","324838","350123","369990","410567","445879","402767","407842","420372","443650","487633","537271.01","553776.02","620426.99","631122","689721.99","782479.99","828393.63","824550.01","790900.05","779465.73","","",
"Iraq","IRQ","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","9000","9000","9000","11300","19200","16800","14100","10200","19100","22000","32090","27100","31500","26700","22446","19532","25537","23101","22862","51785","49623","22445","20101","18503","16524","17000","16000","16000","21461","21555","22629","13485","18073","19941","25147","28208","30737","31302","22574","22423","20767","33300","26000","17200","12936","26008","59075","53032","34580","28245","19348","31541","51077","56853","59000","27296","31300","35220","36936","40069","34770.17","43679.69","","",
"Iceland","ISL","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","629985","734064","847335","797444","989173","1217833","1260336","915201","617356","707209","748800","699881","741506","922000","954849","1001791","1015137","1393432","1579019","1661093","1524774","1449847","801719","855025","1551637","1695450","1668515","1644279","1771451","1516866","1521354","1055867","1583211","1726884","1570944","1624389","2074579","2225449","1699721","1754408","2000046","2003941","2149508","2008658","1755172","1685753","1348043","1421057","1306593","1164432","1081655","1164914","1466751","1380229","1095508","1336425","1085502","1198222","1279794","1060882.97","1035413.76","1056427.31","","",
"Israel","ISR","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","5400","5900","7400","7000","7700","8900","14900","14900","18100","12100","15401","18713","20736","18295","15978","17751","18709","18512","19838","17976","16591","16414","15047","12182","12930","14149","12857","14531","13113","11875","8929","5573","5460","5125","4061","4941","5229","5204","6300","5884","5818","5024","5043","4055","3340","4151","3820","3435","2708","2712","2612","2575","3224","1983","2042","2097","1588","2054","2048","2046","2016","2035","","",
"Italy","ITA","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","213960","240430","217082","226952","317196","344541","358591","358836","346140","349879","389117","390997","407839","395315","426700","399103","414847","363244","387029.4","412114.4","430265.5","430152.09","449270.66","454107.48","484030.73","482302.23","457232.43","443686.68","439140.38","415807.3","376932.17","411327.15","396467.5","397542.4","399338.8","397882.1","367754.5","345649.6","308484.7","284822.35","304156.85","312408.7","271902.1","297700.8","288939.8","298584.1","317852.7","289479.45","237619.5","254520","234960.5","217829.71","202430.39","177915.51","183451.41","198768.71","197090.86","197389.39","206936.7","187497.5","141207.22","150496.07","","",
"Jamaica","JAM","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","8500","11500","11900","10000","10000","9000","9000","9000","8500","8500","8500","9300","9500","9600","10100","10100","10130","10107","9759","9826","9230","8018","8065","8813","9610","9881","9813","8969","11880","13068","13650","15250","19100","23000","25277","24750","24255","20035","17546","17264","5540","14319","14892","12482","13471","13096","17703","16398","13055","16154","15390","17998","15383","18349","15204","17025","17307","19267","15346","13475","12874.92","10956","","",
"Jordan","JOR","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","100","100","200","200","200","200","200","100","100","100","100","200","100","100","92","65","49","31","31","36","56","35","19","17","102","152","202","252","302","352","352","370","380","395","410","425","440","450","470","510","550","520","526","481","494","510","497","506","500","569","486","500","606.53","542.24","646.15","604.33","601.14","634.45","664.86","678.73","583.95","665","","",
"Japan","JPN","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","5925503","6404993","6519928","6325257","6001440","6539879","6735523","7466503","8138806","8122882","8747212","9290197","9617504","9915271","9899715","9709486","9771479","9838729","9844616","9635205","10062157","10355590.43","10437036.12","10828994.46","11589835.18","10950837.33","11479417.47","11298495.82","11351721.72","10606200.17","9771717.89","8677929.46","7961918.3","7431353.41","6767477.87","6146892.92","6097394.36","6082181.11","5430070.39","5319633.24","5191575.05","4835571.5","4501728.24","4800065.75","4451151.71","4440914.2","4451205.34","4430071.55","4441302.61","4230700.65","4188376.3","3873951.41","3756439.79","3737616.38","3735077.95","3500370.52","3286217.27","3273639.5","3374475.35","3253008.47","3242236.64","3150889.94","","",
"Kazakhstan","KAZ","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65124","56700","46433","48402","44273","31826","25000","36170","36620","22960","24668","25195","33306","37621","30045","34201","51267","38170","46827","34896","36939","34692","37137","40461","41334.54","41319.99","37283.15","45644.6","42597.38","41457.32","","",
"Kenya","KEN","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","12600","13500","18400","20100","20700","23400","27900","27300","28200","32000","33700","28300","30000","29000","28581","27373","41164","43009","46425","51735","47875","57900","81718","98357","91127","106251","120244","131692","138391","146193","201542","198479","162967","182909","203362","193282.74","181463.35","161588.66","173154.58","205927.39","215798.91","164760.32","145164.33","120532","127297.07","147920","159266","132282","136109","134157","140607","181450","158743","163133","169169.1","165152","141482","122109.58","125477.51","125688.81","124929.44","130902.53","","",
"Kyrgyz Republic","KGZ","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","201","127","131","185","145","85","85","48","52","180","151","63","7","26","37","14","8","10","27","60","90","120","227","31","89","90","19","20","20","20","","",
"Cambodia","KHM","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","35000","45000","45000","40000","40000","45000","45000","50000","50000","52000","52200","77100","87100","84700","84700","84700","84700","84700","40900","30000","19600","51354","68251","67227","62814","67578","71451","79724","82296","76646","105027","111154","102678","101069","95054","103000","94710","102800","107900","269156","281619.51","427000.01","406150.01","363500","305800","381000","482500","458500","431000","465000","490000.01","536000","607999.99","638000","625255","608405.01","629950","648820","656105.01","601100.01","535900","508049.99","","",
"Kiribati","KIR","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","5000","5000","6000","6000","6000","6000","7500","7500","7500","7500","8800","8900","9100","9200","9475","9650","9824","10053","10606","10838","12929","13502","13009","22485","19380","22844","29271","37877","25002","30983","26852","29170","30023","28884","29569","32121","33687","32139","37284","56641","35446","33280","36694","33712","31061","30562","25661","34170","27299","39426","43116","62907.02","77531.66","81441.66","116964","145976","174303","162559","197934.53","238692.39","212750.79","191165.52","","",
"St. Kitts and Nevis","KNA","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","600","600","600","700","700","700","800","800","800","800","1000","1000","1000","1000","1000","1218","1684","1695","1790","1777","1935","1900","1930","1177","1115","995","901","924","800","710","620","450","300","250","357","339","687","418","967","933","970","1039","949","873","1111","1516","1179","1275","1342","2064","21754","31071","21887","17717","66142","100398.52","65768.93","84958.17","1044.37","652","646.54","369.42","","",
"Korea, Rep.","KOR","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","338564","407113","445299","451522","527254","566483","611608","663431","734954","798519","752551","915674","1178402","1420581","1680423","1781172","1992496","1929422","1957653","1935815","1863228","2105368","2038071","2146033","2228809","2303047","2708337","2457850","2317365","2468774","2496909","2195470","2348616","2279380","2385513","2342340","2437110","2227791","2040832","2131618","1838195","2008995","1704448","1661787","1589746","1661761","1772459","1888362","1970882","1871904","1735000","1757193.59","1673719.63","1605307.22","1751932.5","1658005.13","1371347.39","1359547.23","1402993.76","1424965.84","1376149.23","1314889.31","","",
"Kuwait","KWT","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","3500","3500","3500","3500","4000","4000","4000","4500","4500","4500","4700","5700","5000","6100","5502","5934","4648","5913","6489","3065","3689","3714","6628","8722","9639","10116","7630","7699","10788","7643","4454","2034","7871","8466","7752","8616","8255","7827","7798","7398","6978","5846","5360","4060","5061","4895","5635","4373","3979","4708","6373","4038","3686","4307","3840","3859","5187","3978","2871","3016","3095","3525","","",
"Latin America & Caribbean (excluding high income)","LAC","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","4202423","5983551","7769086","7723951","10023275","8453272","9866868","11355471","11826717","10481482","13998338","12131630","6453101","4352220","6086928","5429091","6471820","5001644","6600442","6980103","6202237","6440720","7216770","4638757.9","6973552.2","8242410.42","9776450.58","8503051.58","10589306.82","10679693.8","10232759.71","10399419.49","10767004.35","12496262.38","15625633.67","13047854.58","14072741.26","12462401.86","8112604.33","12370260.63","14712657.4","12229881.5","12843769.88","10038695.05","13512075.43","13438629.51","11473470.3","11683014.49","12133748.66","11524505.83","8689047","12643734.9","9061391.41","10123274.49","7969054.3","8999563.98","8048971.44","8585137.2","11689775.57","9236265.63","9987017.88","11331570.09","","",
"Lao PDR","LAO","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","12000","12000","15000","14984","14976","14968","17952","17928","17904","17872","19840","19784","19728","19656","19568","21464","21336","21192","21016","22816","22592","22320","22016","23672","23500","22000","21000","22000","21000","20000","18000","18500","19240","19500","23800","27370","23000","18857","19642","30041","29250","31000","33440","29800","29800","26560","26925","28410","29200","30800","30900","34000","34106","38946","60237","62635","57400","59069","60508","64701","70001","71000","","",
"Lebanon","LBN","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","2100","1900","2000","2200","2000","2300","2500","1800","2500","3000","2300","2000","1800","2400","3100","2400","1700","1600","1700","1650","1700","1500","1400","1300","1200","1400","1500","1713","1713","1713","1430","1732","1731","2032","2237","4085","4135","3655","3520","3560","3666","3670","3970","3898","3866","3798","3811","3700","3600","3500","3400","3300","3200","3100","2998","3638","4291","3617","2796","2619.8","2455","2580","","",
"Liberia","LBR","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","4200","3700","4000","4000","4000","4500","5000","6000","6000","7000","8000","8200","8900","9300","10064","10046","10132","10190","10812","13484","11791","13004","13553","15277","14650","11478","16053","18731","16074","14802","6463","9620","8891","7782","7721","8829","7408","8491","10697","14682","11518","10496","11042","10464","13725","12147","8894","14488","7890","10700","11700","13421.05","14028.69","15090.98","14432.19","14009.22","13718.1","11974.1","14122.29","16134.03","31661.68","25169.14","","",
"Libya","LBY","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","2013","1700","1500","1400","1600","2924","3324","4236","5560","6500","5500","5600","2549","2975","4769","4949","4059","2046","4355","4500","12752","13130","14706","10122","11979.78","15900.6","17947","18592","21660","22008","24734","26036","28828","31093","33508","34408","35984","36885","37919","43603","49969","47296","44013","41834","39902","37395","34652","31926","47650","52117.3","50006","30004","34654","35504","24633","25730","29919.39","31873.99","32144.06","32335","31803.55","31951.33","","",
"St. Lucia","LCA","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","600","600","600","600","800","800","900","1000","1100","1100","1419","1519","1519","1627","1700","2000","2200","2500","2600","1024","969","891","921","910","946","1052","840","651","791","807","948","1016","1107","1395","1345","1343","1402","1416","1709","1900","2027","2160","1895","1668","1706","1590","1647","1732","1895","2066","1964","1811","1943.51","1991.64","1981.44","2030.47","2117.64","2091.51","2019.92","1845.1","1423.83","1414.47","","",
"Latin America & Caribbean","LCN","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","4671108","6546239","8546582","8631622","11361368","9372860","11492500","12649471","13443841","11790397","15442626","13895969","7533042","5359633","7527352","6720176","8303322","6845771","9010989","10145447","9645773","10441885.79","11533764.04","9375311.05","12193696.27","13947814.24","16061914.48","14052172.61","16481947.48","17925762.41","16177184.89","17142969.03","17946351.89","19289036.32","24250147.69","21605103.06","21792312.41","19263496.45","12470694.02","18326729.73","20010298","17161064","18285122.58","14862990.05","19789403.43","19022276.56","16696347.3","16537600.69","16757186.66","16029440.36","12277604.73","16666318.56","12627032.51","12968585.14","11126975.01","11742005.09","10499289.6","11522219.62","14562032.73","12155578.3","12676654.36","14245391.92","","",
"Least developed countries: UN classification","LDC","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","1666250","1732588","1854593","1855599","2084529","2092335","2221630","2279510","2441065","2627724","2717712","2772845","3182881","3183291","3114027","2779857","2709375","2869016","2798263","2729742","2746972","2832686","2834647","2978627.69","3117602.74","3154554","3324888.39","3437898.12","3536759.28","3610421.72","3730024.56","3673045.52","3817114.03","3891330.39","3793876.38","4046387.41","3937379.25","4269031.66","4291590.38","4766840.16","5132157.85","5510272.61","5648206.06","6022594.47","6517492.85","6872677.64","6943961.16","7360658.68","7307018.2","7792862.6","7931740.66","8128892.62","8394659.84","8512693.69","8672539.43","8729960.41","9241913.62","9998975.48","10065441.37","10093352.45","9848633.61","10027043.79","","",
"Low income","LIC","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","800207","853917","896917","950917","983217","1064117","1141475","1186451","1259511","1299179","1269435","1330206","1440228","1555946","1638191","1674432","1682959","1729743","2061219","2002966","1931268","2089655","2106815","1833369.1","1946481","1878041","2012738","2241504.9","2032600.9","2122108.9","1910272","1789900","1926766","1957947","1860676","1908150","1893448.6","1941844","1840721.9","1928644.55","2023308","1993698.5","1965635.5","2202966.5","2330843.5","2345215.5","2269738.5","2392266.5","2487188.5","2631044","2664878.99","2787545.89","2831166.41","2954985.88","2990870.54","2929248.68","3056802.77","3389091.31","3361266.65","3634337.38","3505110.05","3613669.86","","",
"Liechtenstein","LIE","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",
"Sri Lanka","LKA","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","48103","59628","73471","71614","91125","74632","79973","82237","98302","95060","89241","74980","91867","96528","100469","109215","131643","136145","156083","164763","183416","201904","201183","205430","162462","177379","183568","186624","204875","219756","182893","210271","204433.08","229670.89","245586.67","234526.92","260186.31","270506.84","283119.86","310172.7","296749.6","267550","272602","319759.2","332854.4","216663","278603","304903","323888","336942","390187","421764.7","450850.61","461229.6","493496.68","469124.25","488290.38","476407.47","479608.53","471989.4","387042.8","380278.23","","",
"Lower middle income","LMC","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","4572184.01","4613892","4892644","5098226","5823750","5957416","6438401.01","6496754","6806211","7185813","7491255","7856403","8324085","8750688","8783605","8478586","8512045","8932196.99","9001653.91","9076939.81","9274405.1","9618907.08","9777174.64","10611728.28","10937083.54","11172826.58","11842569.4","12026553.91","12566296.33","13301174.44","13853544.66","14199252.17","15061985.93","15534147.29","16129904.83","16895949.4","17112838.97","17976999.1","18226332.17","19100910.05","19940676.27","20720045.3","20777425.27","21476549.45","21776568.8","22559809.12","23056635.78","23736515.36","24063958.23","24712966.93","25804961.67","25661547.62","26988728.27","27327936.38","28615654.05","28817066.41","29750392.7","31403746.56","31450581.82","31503890.73","30130004.09","30874320.56","","",
"Low & middle income","LMY","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","13078379.01","15364835","17698103","18139590","21375090","20255637","22330099.01","24545447","26195936","25159488","28446264","27291730","22596693","21381640","23468271","22569807","23736093","23134637.99","25011684.91","24993131.81","24248116.1","25267777.08","26680884.64","25168763.63","27906666.41","29757750.23","33058874.74","33789648.72","36329762.23","37017026.43","37305006.04","38369190.83","47354677.44","49693657.45","54184676.99","54815523.37","57665111.98","57245476.76","53862336.51","58729207.13","61558917.67","58951063.5","59495566.45","57820591.4","61739111.89","62454213.03","60994396.68","61855336.57","62067608.59","62421772.66","61095783.58","65342470.31","63571208.43","65087143.57","64768639.29","66436884.03","66211770.63","68191694.21","70977662.28","68094494.36","66598250.3","68269389.45","","",
"Lesotho","LSO","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","10","10","16","22","22","26","28","30","30","30","32","24","40","42","45","45","45","48","50","45","45","45","50","50","52","52","52","52","52","52","57","55","","",
"Late-demographic dividend","LTE","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","5170150","5736712","6443995","6686888","7544215","7575328","8572776","8207279","8728140","8643701","8873086","9670297","9786943","10399320","10922677","10991413","11742829","12638578","13602300.9","13941198.8","13992874.1","15164212.29","15413847.04","16244647.22","17648172.73","18503141.45","20304719.51","20622268.54","21078126.04","22378077.8","21170692.57","22296555.26","30513305.88","30297210.12","33177136.69","35655338.21","36981318.07","36745465.97","34081234.66","35714649.18","35175002.35","34055197.19","34322847.76","33680498.82","35014420.93","34526557.36","33954347.24","33656414.99","33091471.45","33637820.32","33047109.74","33767145.75","34197229.22","33918729.13","34753343.13","34856986.99","34514212.16","35014113.35","34897730.47","34166446.52","33258289.68","33342572.77","","",
"Lithuania","LTU","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","188467","117171","49162","57368","88514","44002","66578","72962","78988","150831","150146","157205","161988","139785","154548","187513","182760","172692","149851","138557","66970","90871","150067","85144","106945","89770","75019.25","102219.91","90991.31","96152.49","","",
"Luxembourg","LUX","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",
"Latvia","LVA","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","156747","141974","138105","149194","142644","105682","102331","125389","136403","128176","117553","114543","125391","150618","140389","155276","157934","163213","164819","154310","94404","116029","119536","81340","114278","69411.6","73144","71385","64989","61658.11","","",
"Macao SAR, China","MAC","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","5800","5800","5800","5500","5800","7000","7500","7500","7000","7000","5900","6100","5900","6000","6000","6000","7400","7160","9236","7881","6624","7545","6656","6250","8800","9100","8042","3517","2485","3464","2583","2322","2668","1898","1890","1604","1418","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","","",
"St. Martin (French part)","MAF","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","","",
"Morocco","MAR","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","167700","176681","171949","180535","208582","225486","318580","273356","231475","233697","258177","234784","275036","399681","288681","230466","288930","265361","298072.1","290355.7","335327.6","395626","369420","459245","472646.1","478155.4","600413","499174.2","556290.4","526948.6","574947.3","603392","558729.1","631623.4","759687.2","856811.8","647629","791389.6","714037.1","746209.25","914824.2","1106101.9","969539.6","929778.6","931280.7","1039210","891750.6","891845.5","1006167.7","1175436.5","1143652.11","974039.99","1177472.38","1275508.7","1375097.05","1384017.61","1472314.42","1402130.8","1386548","1475913.65","1397532.69","1432199.14","","",
"Monaco","MCO","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","3","3","3","3","3","3","3","3","3","3","3","3","3","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","",
"Moldova","MDA","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","124","90","118","128","26","26","19","9","25","28","38","58","85","56","51","26","36","26","44","50","50","50","50","50","50","50","50","50","50","0","","",
"Madagascar","MDG","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","29500","30500","32000","37400","46000","45300","56000","59100","64700","50063","53901","56745","57733","65916","71399","61983","60939","62462","61076","60498","57408","57969","59478","63476","67428","69025","84247","92400","101109","97809","103600","99183","104831","114760","117320","116627","115431","117347","115205","118438","120967","124415","130125","130670","135916","133648","134693","148578","121264","132103","129638","127070","118075.26","104597.02","95821.26","114751.4","142332.93","161606.38","129588.66","113782.26","111152.84","113937.24","","",
"Maldives","MDV","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","13000","12000","12000","12000","12000","19600","22400","25100","23700","32300","37273","35176","32268","35706","37258","28325","34634","29636","31769","31175","38624","40916","37838","44110","56081","62076","59964","58502","72589","72065","80225","81523","82392","90156","104242","104754","105848","108312","118285","124217","119373","127636","163770","156132","158528","186274","185811","144511","133839","117061","122804","120835","120000","130205.27","128650.83","127309.76","129421.05","142349.27","150992.58","135062.86","148565.28","144993.2","","",
"Middle East & North Africa","MEA","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","459097","487021","512290","519744","572091","571453","678673","622478","592916","600325","651290","659696","727052","896400","909226","878710","953008","918022","915669.9","952457.8","979765.1","996027.08","1038968.64","1158072.24","1197100.88","1276794.99","1438603.55","1482517.05","1660384.65","1598657.32","1655711.06","1714337.55","1742229.81","1865434.32","2058311.47","2226655.68","2006925.21","2220955.51","2174005.7","2253296.48","2398342.93","2684821.99","2544543.97","2568550.72","2590374.57","2693411.61","2666575.94","2554420.82","2587138.88","2822146.61","2743914.91","2590425.44","2982294.13","3107275.95","3248212.92","3243475.03","3393190.09","3498036.42","3738177.67","3893173.36","3959093.73","4154189.17","","",
