country,GID_0,ISO_3,region,subregion,ID,ws_avg,GroundWater_GeomaticDeq50,GroundWater_RcghDeq50,GroundWater_RchgDeq50,Species_Richness_3taxa,MSpecies_Richness_9taxa,TMSpecies_Richness_8taxa,soil_biodiversity,Species_Richness_4taxa,TSpecies_Richness_4taxa,TempVelocity_terr_all,Monfreda_prod_sum_allcrops,IHME_dbl_burden_malnut,Herrero_lvstk_kg,Watson_fish_ind_nind_0004,food_prod_terr,food_prod_terr_lim,DALYS_2000,life_expectancy_SHDI_2000,ADM2_ADM1_ADM0_2010,TerrStat_hotspots_bin_sum_quant0.1,TerrStat_hotspots_sum_quant0.1,ghm,Built1994,Built2009,HFP1993,HFP1993_int,HFP2009,HFP2009_int,Lights1994,Lights2009,NavWater1994,NavWater2009,Pasture1993,Pasture2009,Popdensity1990,Popdensity2010,Railways,Roads,croplands1992,croplands2005
bolivia (plurinational state of),BOL,BOL,americas,south america,32,0.6280226147330021,4.965437713291199,6.860622077563746,7.253918495959408,1.326057946220415,0,0,74.34236368928748,1.7135091364914796,0.32962641303647566,0.8563730320968828,754.9115810549821,0.12257592407953331,1296.1678347882903,NA,0.00109977359765866,0.01769084785564107,43761.143781738465,63.63740585120902,0.18122134088371705,2,10001,0.14219894721453166,5999916.582043343,5999916.576757533,3.3482457781073958,3.4525409650381333,4.0237822582189775,4.118326663142793,0.03960321066182038,0.036877177040739055,0.05914615895914107,0.10148560953473652,0.7611691655308194,0.7237619263970922,1.2177040739058005,5999918.00807974,0.04361653793730123,1.109484294738875,0.0932909283658943,0.5353627139179161
brazil,BRA,BRA,americas,south america,33,0.2794365692816921,5.954699736830731,15.651568871680936,16.12004449989587,1.7020731076878453,0.11192268432858156,0.09362072554550714,126.00464804032048,2.2949227388084203,0.4640818118814853,0.6806232553015478,4919.854902459477,0.0710115875319477,4653.6507218389725,27974.267386239004,0.00663853165744305,0.0699794252593448,32533.473954081743,69.81209504480738,0.19926256661359645,3,10101,0.15649821705736547,8408150.457117127,8408150.487069556,3.9762662460972162,4.267349895264384,5.24672882135076,5.525880464360525,0.12455533499734675,0.20799512588195987,0.09275217609820866,0.1184868555245253,0.4671881448870895,0.3089660187496315,1.7327784438198934,8408152.31623304,0.0598258682022759,0.9393502425511714,0.48316660442994436,1.5623120614767791
barbados,BRB,BRB,americas,caribbean,34,NA,NA,54.24980545043945,25.258743286132813,0.17094866931438446,2.23595913251241,1.2298147678375244,181,0,0,0.410625234246254,0,NA,0,4566.304768880208,0,0,31336.369140625,74.08899688720703,0.15614263713359833,0,0,0.7724406321843466,5,6.666666666666667,31.140915552775066,30.666666666666668,31.80758221944173,31.333333333333332,6.833333333333333,8.166666666666666,0.8075821430732807,0.8075821430732807,0,0,9,9,0,6,3.5,1.1666666666666667
brunei darussalam,BRN,BRN,asia and the pacific,south-east asia,35,3.907436598794824e-4,18.5909592639054,26.825063205534413,27.280414050625215,1.3472694046795368,5.453750297427177,3.041335079818964,282.8464887065272,2.2031778832897544,2.0537413135170937,0.9914974325802176,285.73370444390287,0.13710761864980062,12559.341824390847,91422.6056780134,0.00220563784892812,0.03140788289355272,20159.03087797619,72.7760009765625,0.07012270507402718,2,10001,0.18477129633174627,0.46875,0.78125,8.393550708889961,8.03125,8.627925742417574,8.265625,0.6875,1.25,0.22818256447737895,0.22818256447737895,0,0,3.9375,4.171875,0,1.5403681336902082,1.53125,0.65625
bhutan,BTN,BTN,asia and the pacific,south asia,36,0.4658838382625699,23.908539461687145,3.867483449942471,4.421856966023361,0.9167301891946136,0,0,147.24576760462554,1.2525067212305274,0.8317983130574929,0.931894683943282,534.1442349839919,0.06246664301146459,4714.3789751556305,NA,0.00132973995572008,0.02018647661219295,46390.07003622298,66.28600311279297,0.10643042264667552,2,10001,0.15355157817774298,0,0.019646365422396856,6.300816680687116,6.017681728880157,7.338656788022204,7.045186640471512,0.025540275049115914,0.043222003929273084,0.08277934078827268,0.1599121739078267,0.22593320235756384,0.21414538310412573,4.520628683693516,5.12573673870334,0,1.2671532685958098,0.1787819253438114,0.5088408644400786
bouvet island,BVT,BVT,americas,south america,37,NA,NA,NA,NA,0.00266664638184011,1.0657862424850464,0.7941176891326904,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2147483648,2147483648,NA,128,NA,128,NA,NA,NA,NA,NA,NA,NA,2147483648,NA,NA,NA,NA
botswana,BWA,BWA,africa,southern africa,38,5.740175073854608,0.6279454515879885,1.4089050856586889,1.6752751436808544,0.8081809488196452,0,0,28.111097366642323,1.0968918560008745,0.4822783626492522,0.7246401579620707,25.118499496761657,0.2060375976154249,209.93819358763344,NA,6.16704394206814e-5,9.376005356492696e-4,92681.6266607314,49.487595550198535,0.18041209859597224,1,10000,0.07665713630994556,0.005478701547733187,0.01232707848239967,2.981127207373103,2.8153677578413916,2.910238789451646,2.74414463772086,0.01232707848239967,0.023558416655252705,0.0015912751183659772,0.0024835570681919915,1.1972332557183947,1.2387671232876711,0.6276712328767123,294136.32653061225,0.021917808219178082,0.8341932508308594,0.2809204218600192,0
central african republic (the),CAF,CAF,africa,central africa,39,2.47758539170422,1.0204916494929734,7.108864226437529,7.43470851335519,1.055840949666247,0,0,91.40814046004633,1.4963104175999098,0.40704541294685703,0.5628986296263727,243.60879175198107,0.1244802721472002,275.0217719427886,NA,3.3414940692406454e-4,0.00542221937623727,127091.477629834,45.29784294182735,0.09702064080659777,2,10001,0.12964503115156512,0.0013689253935660506,0.0013689253935660506,3.2437858946391933,3.015605749486653,3.055763663747472,2.8236824093086925,0.004243668720054757,0.0019164955509924709,0.01163718411087229,0.03278675628227785,0.06283367556468172,0.05325119780971937,1.2407939767282683,1.7698836413415469,0,1.0806086693048313,0.842299794661191,0.11594798083504448
canada,CAN,CAN,americas,north america,40,0.14653689549229898,8.205622344385528,6.66612738895607,6.294649369620795,0.2511153431809681,0.09244138004760748,0.05663916796089703,98.79888144176525,0.24742624845652125,0.12905101931617116,0.7103387012440779,691.1426886178389,NA,977.9759024077453,5447.3192963258,0.00101711443596683,0.01640612914881999,25762.04585342444,78.74386457421912,0.09682725919906456,3,11100,0.033767242544451875,48631467.0908463,48631467.072180375,0.9755312105831537,3.836188040653883,0.8132171584995348,3.674921060421669,0.15197967322351041,0.12213313365528614,0.05263922285017736,0.059859122122115624,0.021155270511396155,0.025742349257650742,0.16072119672213903,48631467.17435368,0.08541284558044053,0.26886470777276955,0.15648084268623064,0.02874017735449023
cocos (keeling) islands (the),CCK,CCK,asia and the pacific,south-east asia,41,NA,NA,NA,NA,0.00237036412581801,2.17494797706604,1.405093550682068,NA,0,0,0,NA,NA,NA,8055.9205078125,NA,NA,NA,NA,NA,NA,NA,NA,2147483648,2147483648,NA,128,NA,128,NA,NA,NA,NA,NA,NA,NA,2147483648,NA,NA,NA,NA
switzerland,CHE,CHE,europe and central asia,central and western europe,42,0.00832096297618177,54.94440582612204,10.859645078907397,11.574466189489817,0.5590198169137689,0,0,127.1299784738501,0.609029786231015,0.08327120328201797,0.6761283050565159,14798.482033422044,NA,95516.7902874234,NA,0.03173413241583489,0.4300450600030202,28548.575146274212,79.87363213822353,0.08835423305908612,3,11100,0.46795122079370854,1.9655667144906743,2.582496413199426,17.29098311592551,16.932568149210905,18.290983122168175,17.932568149210905,3.265423242467719,4.054519368723099,0.21243506612845625,0.21243506612845625,0.2984218077474892,0.24820659971305595,5.593974175035868,5.499282639885222,1.5839311334289814,2.5333543662703364,1.8378766140602583,1.576757532281205
chile,CHL,CHL,americas,south america,43,1.9536830349233825,22.830484849324943,4.323906772756016,4.6026474008393,0.22129908262353104,0.8112239643927103,0.6433079964339254,71.94457751862686,0.2522046445654017,0.17030301568800238,0.7120431535287555,2415.0838176767024,0.17015895175819212,1716.14932830855,96211.15551884843,0.00339906282099296,0.05544497481713716,23969.387398942785,76.53980170943335,0.2015206922376495,2,10100,0.12521887424672837,82996368.00176476,82996368.03088327,3.8913692253567924,8.468454954557487,4.30003940791053,8.84831906820789,0.09178522257916476,0.17687012391005047,0.07002156198329275,0.11437414320553575,0.3588543101074084,0.33232351051133757,1.6476365305185865,82996369.60328245,0.1666819642037632,1.3612482863426647,0.1265718219366682,0.31610830656264344
china,CHN,CHN,asia and the pacific,north-east asia,44,1.8455936910552528,15.240959092536508,3.006478326049925,3.219022314177084,0.5027198369903886,0.09316270514015793,0.07300452266977456,111.75516576694282,0.6101997291205279,0.293054094304125,0.7081564135288919,8642.74983750765,0.11622208969176384,10224.362763604946,289078.344668635,0.01201579243533292,0.1806177673064983,29008.93345529771,69.21014620386785,0.19865988469402787,3,10101,0.2786222694848737,4073405.477234426,4073405.590752238,7.820905971001767,7.794982162528909,8.551347612017956,8.523305440246295,0.19367594710951605,0.4221517275657659,0.07045718631245457,0.0770462135477246,0.704300092828793,0.5426829713984986,3.9365036437128595,4073409.420519293,0.13718195174364634,1.3501593506923673,1.3285627617662323,1.757482950932308
côte d'ivoire,CIV,CIV,africa,west africa,45,2.0196553624012745,0.4767898011660035,6.212024669782339,6.751897987847331,1.3374603610586688,0.1293302711862763,0.11637021642807178,79.66356582029618,1.6822182152817748,0.6075702864955969,0.9158011569133988,3670.708216502683,0.12126508981407098,826.6248357793869,74594.72545890498,0.0045716655373487,0.0753477565156562,94581.77142889434,51.035888248465675,0.09518043138478932,2,10000,0.397941666737597,0.026295030239284777,0.028924533263213252,7.411240455275487,7.094662108861425,7.703991964447664,7.3836444911911645,0.03497239021824875,0.07651853799631869,0.08839329613437508,0.12950136793605171,0.8225085458848278,0.7959505653431501,4.062582171969498,4.607678148829871,0.02945043386799895,1.7966836137643714,0.5503549829082304,0.23928477517749144
cameroon,CMR,CMR,africa,central africa,46,1.177597498272309,4.481178716773052,10.777088389073205,11.10293389771498,1.429457634567845,0.06885932456820691,0.06203021830530548,106.50384226128848,1.9715625736445752,0.5066718368499604,0.7999080634573125,1882.6614028790327,0.13562209136433975,932.517741524811,223734.9158815374,0.00240892843836843,0.03937448931629353,83527.16306509894,52.55981728857048,0.20330199020577536,3,10101,0.21063882994277766,10574878.449024256,10574878.450848076,6.008881350219949,6.305672077329929,6.192199627412729,6.480758708736094,0.013929618768328446,0.02071114369501466,0.04722644623114119,0.09803006296125362,0.07404692082111437,0.04105571847507331,3.1803519061583576,10574882.229801204,0.0469208211143695,1.649888044452606,0.9891862170087976,0.5196114369501467
congo (the democratic republic of the),COD,COD,africa,central africa,47,0.2655497562063721,7.431579570014396,12.032577667947717,12.53911343381823,1.2072069219015558,0.00169049718333007,0.00156661813845977,85.39286660775079,1.646346672806216,0.406730767398565,0.6534705798785909,876.195862240295,0.18957620716048756,67.0797215188767,40378.78935773983,0.00107829612885913,0.01780393709189674,95053.33934772278,51.16488887824794,0.10941110940418934,3,10101,0.15847538375499426,19546128.174946085,19546128.173483934,4.8390541843156365,5.670504806813613,5.5515686184655975,6.373176883430201,0.005312084993359893,0.007009001032905415,0.022692943319698625,0.04788260789017274,0.10384388372436182,0.11136933746495499,2.779327135900841,19546131.755492195,0.038069942452412575,1.7163907564364036,0.16862180906005608,0.009296148738379814
congo (the),COG,COG,africa,central africa,48,0.29326092476986443,13.149184944059249,17.416738663873385,17.96036326608131,1.3031541246783127,0.05327562505442586,0.04937242109935124,94.82901823937476,1.8648315229258805,0.4357199876249242,0.8098476788217014,384.73523948494824,0.1110430766816941,34.71310699058965,216864.32570306183,4.699332283453314e-4,0.00776518231883924,79182.85437386803,52.02677879457381,0.13015798043134866,2,10001,0.17794151429762553,0.007492507492507493,0.024975024975024976,2.389007452054957,2.1515984015984015,3.1679655510770544,2.9265734265734267,0.00974025974025974,0.05444555444555445,0.07917301282515035,0.1183708755713467,0.07242757242757243,0.07492507492507493,1.1728271728271729,1.9195804195804196,0.03996003996003996,0.9357085647610398,0.07167832167832168,0
cook islands (the),COK,COK,asia and the pacific,oceania,49,NA,NA,NA,NA,0.01580209129800399,2.772585391998291,2.0308587551116943,177,0,0,0,0,NA,NA,1935.7029622395833,NA,NA,28542.43359375,NA,0.15046671032905579,0,0,0.28011758128801983,715827882.6666666,715827882.6666666,14.868191719055176,52,14.368191719055176,51.666666666666664,1.5,1.5,1.004079982638359,1.004079982638359,0,0,7,715827887,0,5.364112019538879,0,0
colombia,COL,COL,americas,south america,50,0.5201893914590717,10.147144832385298,21.15449137112035,21.42270694057401,1.6259291814669508,0.20260746888612105,0.15290704836789323,181.52109067067536,2.123570156718191,0.41897073306593374,0.7485032991481719,3576.084208550669,0.07975884285819482,7938.590342824547,5670.31897475143,0.00547442702459702,0.08607107686758418,28939.33853013602,71.33521393566596,0.1177684634988898,3,10101,0.17384480175314904,1449914.0511627907,1449914.0526631658,4.640179266615155,4.526256564141035,5.297393299573754,5.176594148537134,0.19938443059830344,0.22828616470234966,0.12493579638617475,0.16395299913534586,0.8165302905187298,0.7687110577283988,2.140605059680204,1449916.5041260314,0.046242774566473986,0.9525229590413951,0.24960588544403572,0.46085128744088283
comoros (the),COM,COM,africa,east africa and adjacent islands,51,NA,72.9358872633714,30.622435936560997,9.41533374786377,0.08463119715452194,3.5366892563669303,2.2512324232804146,130.32344773236443,0,0,0.5896975303115763,0,0.32731296671064275,NA,171983.12006578947,NA,NA,62240.7734375,58.21811103820801,0.22351603209972384,1,10000,0.32408011743896886,226050910.31578946,226050910.31578946,12.833166178535013,24.526315789473685,12.480225002064424,24.210526315789473,0,0,0.6806414657518925,0.6806414657518925,0,0,8.235294117647058,226050917.7368421,0,3.5054659562952377,0.4117647058823529,0
cabo verde,CPV,CPV,africa,west africa,52,NA,NA,NA,NA,0.04665355888816217,1.644988335669041,1.3031106119354563,25.56401184277657,0.0231605094547073,0.05732735805213451,0.30603256173412774,0,0.11707868333905937,NA,23678.247550964355,NA,NA,35237.4375,68.61799621582031,0.12254000424096982,0,0,0.32248167724659044,313174698.6666667,313174698.6666667,7.552452261854962,24.8125,9.210988864666078,26.229166666666668,0.12195121951219512,0.21951219512195122,0.7237948380530813,0.7237948380530813,0,0,5.097560975609756,313174703.625,0,1.6091452117373304,0,0.8536585365853658
costa rica,CRI,CRI,americas,mesoamerica,53,0.887880766439871,42.85117586575613,17.18701319500222,16.732600880397804,1.4478358355883196,2.10160372354217,1.877370400982276,256.82227057585504,1.9659389376118872,0.5187461228698284,0.5637093829054706,15384.850472725488,0.09882174150263968,6349.64784551875,34086.99359253833,0.01974355998784037,0.26433843872219415,20207.62019628099,77.58597278437338,0.3188015783505258,3,10101,0.31021000607178945,21227186.240527183,21227186.289950576,11.02876334222105,11.927512355848435,11.885847706167947,12.771004942339374,0.4459234608985025,0.8286189683860233,0.2282052925888404,0.23836784867183478,0.8635607321131448,0.8868552412645591,4.394342762063228,21227191.014827017,0.19966722129783693,3.3962319419903686,1.2346089850249584,0.9317803660565723
cuba,CUB,CUB,americas,caribbean,54,3.057967409057796,25.49010423472378,5.762842878961237,5.091124826643798,0.4475097006746714,2.1873192210073418,1.363695135609263,97.86482155919074,0.562946888158413,0.47597666330611765,0.9636334851196884,29146.958823635476,0.136639486995626,12521.61476696643,2864.1664332908435,0.03801960641996389,0.6090063586409155,26435.73828125,76.18299865722656,0.1944707709982265,2,10100,0.3277698567805068,65169301.52890173,65169301.59393064,12.75528114900859,15.919797687861271,10.215061013105196,13.452312138728324,0.14083457526080476,0.3651266766020864,0.18215887290566998,0.1955899859549011,0.29582712369597614,0.4016393442622951,5.353949329359166,65169306.81647399,1.1028315946348732,2.1521088926651792,3.453055141579732,0.3286140089418778
curaçao,CUW,CUW,americas,caribbean,55,NA,NA,4.762770175933838,1.804805040359497,0.13164023806651434,2.205490469932556,1.3113863468170166,32,0,0,0,0,NA,0,6299.3332112630205,0,0,NA,NA,0.06141113862395286,0,0,0.45751763383547467,357913944.6666667,357913944.6666667,25.567740821838377,42.166666666666664,23.167740631103516,40.166666666666664,5.2,5.2,0.8418312013149262,0.8418312013149262,0,0,6.8,357913947.3333333,0,5.9259095907211305,2.8,0
christmas island,CXR,CXR,asia and the pacific,south-east asia,56,NA,NA,NA,NA,0.02651463821530342,2.473097085952759,1.718946933746338,NA,0,0,0,0,NA,NA,1987.46435546875,NA,NA,NA,NA,0.10528937727212906,0,0,0.05971534177660942,2147483648,2147483648,NA,128,NA,128,NA,NA,NA,NA,NA,NA,NA,2147483648,NA,NA,NA,NA
cayman islands (the),CYM,CYM,americas,caribbean,57,NA,NA,NA,NA,0.20414250095685324,1.9413511753082275,1.2687758207321167,81,0,0,0,0,NA,NA,30530.615234375,NA,NA,NA,NA,0.14421910047531128,0,0,0.6812197417020798,715827889.3333334,715827889.3333334,29.10889434814453,61.666666666666664,30.608895301818848,62.666666666666664,9,9.5,1.2941204905509949,1.2941204905509949,0,0,6,715827887.3333334,0,2.814773976802826,0,0
cyprus,CYP,CYP,europe and central asia,central and western europe,58,2.3269163568814597,13.08511975636849,2.038392171645776,2.0603954455791373,0.3213558534541762,0.6742880502379084,0.6618109302348402,54.74992327622965,0.30862711119170194,0.2248011707583006,0.7918596965675249,1981.336257199207,NA,21037.254079965445,925.2888597695224,0.00553942110780507,0.08335359759318332,25767.541015625,NA,0.07570789331271324,1,10000,0.4970540583627411,77619892.21686748,77619892.57831325,12.83399045318365,16.602409638554217,15.021490466594695,18.710843373493976,2.1875,3.1,0.18035889538400623,0.18035889538400623,0,0,4.3625,77619895.45783132,0.1,3.0536315724253655,1.575,2.1
czechia,CZE,CZE,europe and central asia,central and western europe,59,0.06415178727663544,2.212514547487864,3.8874969194178526,4.561626732517651,0.6060651688821398,0,0,96.1921435553336,0.6211998841252727,0.09384577114321686,0.5860657262482438,21562.094934897865,NA,36370.67717752073,NA,0.0313151266348128,0.501467111968347,33802.76075803855,74.9223076948921,0.19175004723022415,1,100,0.5689327848722584,1.333803810868031,1.333803810868031,18.92517045211775,18.59633027522936,17.45022339817076,17.12138320395201,3.477769936485533,3.8242766407904023,3.5373540103263644e-6,3.5373540103263644e-6,0.011291460832745237,0.016231474947071278,5.7367678193366265,5.757939308398024,1.6316160903316868,2.144644769527749,4.589273112208892,2.7417078334509526
germany,DEU,DEU,europe and central asia,central and western europe,60,0.17564887040102942,11.514077242071243,9.464880919776393,10.017227234137318,0.5527151267884846,0.096021042222759,0.04195665296546274,104.75885978702192,0.5621862068197055,0.06550605062163764,0.5357712667109904,27440.425959561497,NA,88554.58826784314,14144.675006306568,0.04610197464344809,0.6947263887057687,31870.643197112655,77.89314810699847,0.07402324912848078,3,11100,0.5924445283678463,6171865.149296626,6171865.063076691,20.946350302221706,20.921494478898804,18.749293280308795,18.730751777340796,3.3775788834951457,3.6656553398058254,0.08201888807546254,0.08201888807546254,0.01972087378640777,0.08555825242718447,6.682190533980583,6171870.194978067,1.7803398058252426,2.4721894757822156,4.834799757281553,2.294751213592233
djibouti,DJI,DJI,africa,east africa and adjacent islands,61,6.756160938093815,36.28495709481649,0.7122147536842931,0.1516808577816846,0.549660085596173,2.314852474956473,1.322548091215749,9.281945510864258,0.6932312310520192,0.4303863446136793,0.5632702784066053,22.481616766877877,0.3170579672439553,1456.0837299589682,8201.824849626659,2.401925284098165e-4,0.00339644505625663,65031.41453004344,61.75708872379023,0.1821432552018831,1,10000,0.1867183178721235,16582885.35135135,16582885.35135135,5.133233662709188,5.768339768339768,5.786930156009206,6.416988416988417,0.05058365758754864,0.038910505836575876,0.049605596040955685,0.049605596040955685,0.6848249027237354,0.6848249027237354,2.4357976653696496,16582888.38996139,0.0933852140077821,1.7801261214894544,0,0
dominica,DMA,DMA,americas,caribbean,62,NA,NA,NA,NA,0.2056094780564308,2.1995486974716187,1.2356287240982056,358,0.03228665337273924,0.1253057997702854,0.4832495048813143,0,NA,NA,92365.796875,NA,NA,33698.16796875,NA,0.18611595034599304,0,0,0.37514679580926896,0,1,12.0622079372406,11.7,10.362207889556885,10,0.7,0.8,0.48501345086842773,0.48501345086842773,0,0,5.8,5.8,0,2.27719432413578,2.8,0
