country,GID_0,ISO_3,region,subregion,ID,ws_avg,GroundWater_GeomaticDeq50,GroundWater_RcghDeq50,GroundWater_RchgDeq50,Species_Richness_3taxa,MSpecies_Richness_9taxa,TMSpecies_Richness_8taxa,soil_biodiversity,Species_Richness_4taxa,TSpecies_Richness_4taxa,TempVelocity_terr_all,Monfreda_prod_sum_allcrops,IHME_dbl_burden_malnut,Herrero_lvstk_kg,Watson_fish_ind_nind_0004,food_prod_terr,food_prod_terr_lim,DALYS_2000,life_expectancy_SHDI_2000,ADM2_ADM1_ADM0_2010,TerrStat_hotspots_bin_sum_quant0.1,TerrStat_hotspots_sum_quant0.1,ghm,Built1994,Built2009,HFP1993,HFP1993_int,HFP2009,HFP2009_int,Lights1994,Lights2009,NavWater1994,NavWater2009,Pasture1993,Pasture2009,Popdensity1990,Popdensity2010,Railways,Roads,croplands1992,croplands2005
malaysia,MYS,MYS,asia and the pacific,south-east asia,158,0.05849959355018287,13.34869715891166,22.79099593115936,23.947340707456505,1.4316856368429156,3.1575746712979487,1.8979420689830984,247.64487352610016,2.1637445965807505,1.7434098775649265,0.9118297983553524,16324.52214949272,0.1560258252985257,3790.8233629988185,107357.50834761852,0.02040675635422718,0.32370927140894107,22660.662604769608,72.73810393358002,0.09017047900360964,3,10101,0.20070201513628078,16707601.169605808,16707601.400414938,6.6960387896009275,7.414678423236515,8.790223574374334,9.486255186721992,0.29247255619445894,0.7391531625718767,0.19702113572672944,0.23161366770130057,0.0013068478829064297,2.6136957658128593e-4,3.4702038682697336,16707604.75855809,0.10454783063251437,1.072201140462511,1.3831677992681652,2.442498693152117
mayotte,MYT,MYT,africa,east africa and adjacent islands,159,NA,40.227108001708984,15.55827808380127,8.501458168029785,0.0708622517330306,3.4989265373774936,2.2513089179992676,117.83294932047528,0,0,0,0,NA,NA,653716.8973214285,NA,NA,NA,76.30799865722656,0.06519858539104462,1,10000,0.483936424766268,306783378.28571427,306783379.71428573,17.542760848999023,33.142857142857146,23.042761007944744,37.857142857142854,0.8333333333333334,2.6666666666666665,2.3760942171017327,2.3760942171017327,0,0,7,306783386,0,7.333333333333333,0,0
namibia,NAM,NAM,africa,southern africa,160,5.752167415276564,8.304171064888992,0.9745325129461884,1.1781981767253291,0.6831299330516022,0.13262266103100606,0.14733983923098604,24.024912436523365,0.9863183118925662,0.4007041986089425,0.5605362821530518,36.0415600092943,0.14761231187901352,235.54353488997424,25544.015905448912,7.826050491964349e-5,0.00120206737599453,67566.99646192355,52.09337299171008,0.09921003547346736,1,10000,0.06893148103392552,1033537.2326499182,1033537.2297622486,2.9209470917932987,2.7536817788045047,3.0215881901125514,2.8541726826451055,0.00895608628659476,0.011556240369799691,0.009175996877505936,0.010510348046732157,1.3410053929121726,1.3510884222693123,0.32065112695049125,1446952.5975551063,0.04854555962242343,1.1148130552338351,0.07145608628659476,0
new caledonia,NCL,NCL,asia and the pacific,oceania,161,0,8.44762916444313,6.595609001630038,6.955110514307496,0.1448446939283229,5.8928762557658745,3.076171265257166,108.04052123317013,0.2567901873811663,0.5140040124926445,0.6004314650823851,0,NA,896.9590511778325,5445.227241808303,1.3059102141075695e-4,0.00180402785374046,NA,NA,0.06519858539104462,1,10000,0.10137460511336979,100520511.22553192,100520511.22553192,8.058514581194945,13.336170212765957,8.750478861587387,13.995744680851065,0.06696428571428571,0.13839285714285715,0.3750949855657219,0.3750949855657219,0,0,2.1294642857142856,100520514.07234043,0,2.536098165836717,2.90625,2.625
niger (the),NER,NER,africa,west africa,162,6.278277142043927,1.356470624926812,1.3246892298230415,1.561554502462256,0.29461386422377533,0,0,4.033324514709328,0.45319970265971943,0.24120765487713275,1.1803429474570248,274.52863845359025,0.18669072208323376,319.2968589856925,NA,3.763977661565749e-4,0.00610401243323907,134166.68501954203,51.02836139854921,0.050375978582345,1,10000,0.12807322426999482,3849598.3768615555,3849598.3768615555,1.7350613911279675,1.8883756205184776,2.162261653572654,2.3148097076668503,0.0019339687802182623,0.004144218814753419,0.0017306472837635232,0.002352653798454896,0.490744577980384,0.46636275728691806,0.9675369526177648,3849599.699669057,0,0.26952359134452025,0.002900953170327393,0.09331399364553115
norfolk island,NFK,NFK,asia and the pacific,oceania,163,NA,16.73733139038086,4.799999878741801e-4,0.01999999955296516,0.03399768099188804,2.002220869064331,1.9200793504714968,NA,0,0,0,0,NA,NA,10004.544921875,NA,NA,NA,NA,0.10528937727212906,0,0,0.3268698453903198,2147483648,2147483648,NA,128,NA,128,NA,NA,NA,NA,NA,NA,NA,2147483648,NA,NA,NA,NA
nigeria,NGA,NGA,africa,west africa,164,2.277193369266908,4.290096236620584,7.569511270322906,8.010212489152837,1.065006614126868,0.08841191744302866,0.07329840691533084,62.029877761117106,1.374896139628528,0.33930416170997313,1.046054331123642,9219.884072938588,0.1714290024890566,2285.778657130387,51098.29498662612,0.01155597058291198,0.1774424695960568,105384.23364373432,52.5838005065918,0.1227266684578881,2,10100,0.5406380779384528,12554887.885486266,12554887.822383074,9.019204401534823,9.405716406829992,11.85521305302584,12.223088344469192,0.2591244282647251,0.243442546438906,0.059056589727691386,0.08287443462654144,0.44562680855035935,0.17791468309530478,5.2910482591244286,12554893.748886414,0.0627275273032764,2.434431408788158,0.2776999906655465,2.6404368524222908
nicaragua,NIC,NIC,americas,mesoamerica,165,0.9915115087362296,39.593228492846144,16.48415160640341,16.13248562140543,1.1185364469617838,0.5932085837237872,0.37018475920127847,207.36595434864657,1.4429100063920135,0.3020389575683789,1.0144252701930436,3268.6079915323085,0.10058839624301576,5964.301730933287,92418.07185867811,0.00514207429368383,0.08274720548038303,24901.663261185386,66.12939056628477,0.15465244842440976,2,10100,0.25115357008418443,171186318.05832794,171186318.0712897,9.029224632294651,18.30136098509397,9.476087169454214,18.699287103046014,0.07183098591549296,0.1267605633802817,0.127490482002204,0.18843753303842445,0.7443661971830986,0.7809859154929577,3.3338028169014087,171186321.66753078,0.028169014084507043,2.783424291392447,1.897887323943662,1.547887323943662
niue,NIU,NIU,asia and the pacific,oceania,166,NA,NA,NA,NA,0.02370370365679264,3.0025854110717773,2.383488178253174,216,0,0,0,0,NA,NA,30585.51171875,NA,NA,42128.26171875,NA,0.15046671032905579,0,0,0.19988086819648743,0,0,9,48.666666666666664,8,48,0,0,0,0,0,0,3,2,0,5.333333333333333,0,0
netherlands (the),NLD,NLD,europe and central asia,central and western europe,167,0.527958746636129,0.6274379094505521,16.683577295171617,17.039451279279124,0.4750981570118003,0.5151339764975859,0.2923615933559429,125.02786142941554,0.4403447680314931,0.08468286309313303,0.5168665827100414,41861.522059062736,NA,339762.7216711919,11337.798200161746,0.10097832992807218,1.207367350656808,28295.20239666987,78.09901610039299,0.06168788512077954,2,1100,0.6596036448172311,5.069444444444445,4.25,25.475948465491335,25.15972222222222,23.288448512305816,22.97222222222222,6.780555555555556,6.195833333333334,0.06680059063766951,0.06680059063766951,0.013888888888888888,0.3333333333333333,7.3805555555555555,7.473611111111111,1.1444444444444444,2.706370227245821,2.313888888888889,1.1180555555555556
norway,NOR,NOR,europe and central asia,central and western europe,168,0.00409050706131426,1.2309558260979403,9.486852372093422,10.578437262589915,0.3052605447335514,0.5067286185909029,0.5347974694240792,126.9224309517711,0.30622928646032044,0.12791414244862884,0.961360888102264,870.138373457248,NA,7051.6885615857245,7646.97711185518,0.0020881448238589,0.03099326022191605,29525.191677276347,78.65043638709663,0.07168610786645374,2,1100,0.17462130113106383,44625613.027014546,44625613.02008774,5.402682372426627,7.62006465019626,5.4199478663891645,7.627337797275456,0.6344022636170714,0.8165526998349446,0.2688367989099489,0.319231274102691,2.357934449422306e-4,2.357934449422306e-4,1.8269276114124027,44625614.33837451,0.19146427729309126,1.9586510441967182,0.12131572742277764,0
nepal,NPL,NPL,asia and the pacific,south asia,169,1.4097623577728402,10.01584653489872,6.38608024214598,6.541881833931253,0.9649110086380488,0,0,124.7772542461028,1.2718887079451795,0.8427287736994391,0.8215056704486021,6557.266235444276,0.08419660092567519,30610.8690564498,NA,0.01277423665652836,0.19926694413617452,48678.07691492255,62.56651991547771,0.0601390277524097,3,10101,0.3368525296502176,0.035842293906810034,0.02048131080389145,9.799882413421726,9.474142345110087,11.540852108538243,11.212493599590374,0.04198668714797747,0.05837173579109063,0.13256803424615257,0.15771592645321394,0.05478750640040963,0.039938556067588324,5.690220174091142,6.219150025601638,0.02457757296466974,1.9811904932283098,1.8387096774193548,3.039426523297491
nauru,NRU,NRU,asia and the pacific,oceania,170,NA,NA,NA,NA,0.00500000012107193,3.2372853755950928,2.2835527658462524,NA,0,0,0,NA,NA,NA,659852.5,NA,NA,NA,NA,NA,NA,NA,NA,2147483648,2147483648,NA,128,NA,128,NA,NA,NA,NA,NA,NA,NA,2147483648,NA,NA,NA,NA
new zealand,NZL,NZL,asia and the pacific,oceania,171,0.23000643903523563,8.70755573818364,15.449266077157857,16.033071049438973,0.07728777858141293,1.508319221059075,1.3588117417616508,117.1710854107844,0.10835648294165388,0.32722262472223973,0.847148358892227,2286.377384748654,NA,40569.01603411356,7245.102597476586,0.00873980855035577,0.09732503047745708,27397.30462583712,78.27329075121277,0.15046671032905579,3,11100,0.16740604633842968,30700266.69049321,30700266.692875862,6.402774606282303,8.516797712651893,8.194344610550548,10.271384322134859,0.16340343243896543,0.1747643219724438,0.19619203191508977,0.201118073071197,0.9448225571220223,0.5483714146815751,1.2378535170413343,30700267.8718132,0.2823301909596326,2.911162234134999,0.5702199661590525,2.6785109983079525
oman,OMN,OMN,asia and the pacific,western asia,172,6.406413774705324,5.565923188877477,0.31994229258789453,0.16379433043739397,0.19807923364690252,0.7434317778955615,0.3928064401332326,6.758270120191486,0.32778475100505955,0.1514066767348715,0.934509244293886,302.7442977806319,0.22309839725494385,408.6380057664942,50057.195095344825,4.318619233054045e-4,0.00533560928914122,24364.36735971538,NA,0.13455632149048935,2,10100,0.12357063170755221,6677845.111686965,6677845.2412542105,2.6414401425319367,2.778180875874579,3.4780485078070087,3.6087069188909044,0.20197556537561737,0.4304652976345204,0.020270932354672113,0.03675972366263137,0.05588770470496491,0.05510787626722121,0.9386534962308292,6677846.385332988,0,1.2647876171111936,0.027293995321029375,0.01819599688068625
pakistan,PAK,PAK,asia and the pacific,south asia,173,4.7711973588059,12.9081533730409,0.6367674922580584,0.6727031495758848,0.4385649906952886,0.11995913608641542,0.06721352639268337,28.72980042523239,0.6477640130507168,0.3883211641345381,0.708869512127543,8007.986927804833,0.11524755898424976,22734.10528362836,397546.01970831904,0.0132279620118132,0.2099381880591982,63731.891930289894,63.92335568659979,0.09823344480738563,2,10100,0.3563574178620966,3463977.542405977,3463977.558536378,8.844099656824453,8.86781560404109,9.681814680316057,9.703879786059938,0.4949829931972789,0.7429421768707483,0.07040544021925184,0.07172591118503177,0.04914965986394558,0.05153061224489796,5.166581632653061,3463983.1272603786,0.14217687074829932,0.8299867445286236,1.9071428571428573,1.8660714285714286
panama,PAN,PAN,americas,mesoamerica,174,1.025270614262512,31.71862174499026,15.458190626893307,15.693786115002778,1.4816409689536647,2.328131159057231,2.078563299838818,210.3000406996112,1.774529172534809,0.45692968458851424,0.4186903390564812,3191.9261838779344,0.13306387170779246,6059.6458740857415,56200.53200645953,0.00488185687593933,0.07506437458201932,23388.91931235763,74.00199737201247,0.19822796944745455,3,10101,0.2202571800380776,62806046.09448819,62806046.105736785,7.906288227366407,11.210348706411699,7.7573506571050315,11.043869516310462,0.20625724217844726,0.36152954808806487,0.17474320622377942,0.290000307820999,0.2827346465816918,0.2989571263035921,3.3267670915411354,62806049.50731158,0.03707995365005794,2.1544882326731125,1.5735805330243338,0.7867902665121669
pitcairn,PCN,PCN,asia and the pacific,oceania,175,NA,NA,NA,NA,0.0046089099661578,1.9554275274276731,1.5479968123965793,NA,0,0,0,0,NA,NA,2051.8957737286887,NA,NA,NA,NA,0.14421910047531128,0,0,0.18505622446537018,1908874353.7777777,1908874353.7777777,1,113.88888888888889,1,113.88888888888889,0,0,0,0,0,0,1,1908874353.8888888,0,0,0,0
peru,PER,PER,americas,south america,176,1.1442671067985453,10.958218655997166,14.877931620581425,15.248964973924062,1.4940869318042818,0.17150714141178175,0.13825329094611064,106.30673726923246,1.8600844763987487,0.3933585410624543,0.95596247439885,1573.2449243554574,0.09179977864168196,1897.436539059055,9490373.25768074,0.00218618989265277,0.03543542640359434,29168.1261466898,68.75192269387675,0.08747757347644863,2,10100,0.13743749812402387,9646271.216847861,9646271.222055856,3.2127250223939803,3.592409348349717,3.8443841600305735,4.201354078510514,0.0507454878367774,0.07513732670677478,0.08600607261550351,0.16031496266486536,0.3242218153282762,0.30035312581742085,1.7491498822913942,9646273.286569884,0.03348155898509024,0.8618745917862166,0.07781846717237771,0.2700758566570756
philippines (the),PHL,PHL,asia and the pacific,south-east asia,177,0.8307634794501627,11.679299092524008,12.62200702176018,13.743648724576772,0.666797704240136,6.052306117055305,3.0598542589919724,174.60530170502895,0.8149010559571296,0.6836451726592963,0.8062578624043055,21223.981461402673,0.132116939185067,6588.157944883904,146752.37859261167,0.02738233117830166,0.3851926101566487,32069.623046875,68.77093180568347,0.06336300075054169,2,10100,0.3555859423447581,41916936.93691655,41916936.97369166,12.151871356706845,14.088543140028289,14.453088887203517,16.342008486562943,0.18349682631275246,0.2867859203693018,0.31117741925711373,0.33859228972855554,0,0,6.235141373341027,41916943.45374823,0.13848817080207732,2.196723968065755,2.9829774956722446,4.600692440854011
palau,PLW,PLW,asia and the pacific,oceania,178,NA,9.215007464090982,4.6978722093626857e-4,0.01957446771363417,0.06492157715062301,4.100728511810303,2.60819149017334,266.99998982747394,0,0,0.08527224466797634,0,NA,NA,879.5473480224609,NA,NA,38271.9140625,NA,NA,0,0,0.19145475079615912,0,0,11.604106028874716,11.333333333333334,8.104106028874716,7.833333333333333,0.3333333333333333,0.5,1.6872663746277492,1.6872663746277492,0,0,3.5,4.5,0,1.4168396592140198,4.666666666666667,0
papua new guinea,PNG,PNG,asia and the pacific,oceania,179,3.400480504829334e-5,34.26522624466022,21.0986817874292,22.210076939725408,0.7562896773885459,2.803074976423119,1.4588553181807382,247.61596453503793,1.0337249137768356,0.2562335279601424,0.934719820775056,1088.212066719006,0.23179388738045728,327.5691585477249,14014.515372019609,0.00138488018775284,0.02279386816546643,50078.508187327665,62.339427450825184,0.14457660986239881,1,10000,0.17299376136985997,22017408.33174661,22017408.333577443,2.8642841354370825,4.027462467960454,5.71550573801668,6.8392530208714755,0.007399186089530152,0.020532741398446172,0.08029225012456806,0.12130297507131615,0,0,2.225860155382908,22017411.049798608,0,0.5017129372401543,0.04532001479837218,2.316500184979652
poland,POL,POL,europe and central asia,central and western europe,180,0.0972445459819205,5.47856354601846,6.585468582703748,7.1924541999292915,0.5852308130437957,0.01645355891473051,0,96.78561544830306,0.5813358589179779,0.08094717147365389,0.7963933211556375,15726.078775743128,NA,45586.99957977586,14588.228363264174,0.0256362623801705,0.4062766337341729,33236.98658926983,73.80489957156858,0.16837610173008768,2,10100,0.5652260672831068,1455181.7248856514,1455182.1382347958,16.122116140762333,15.868202608842962,16.52303152574202,16.268846349313907,1.1105272080013562,2.6448550601796916,0.06023637188355925,0.06023637188355925,0.032208848957450416,0.024241396846923207,5.574334632988642,1455186.7972217517,1.1364638074249873,2.6440123530146753,5.033734531276488,3.4626207831835902
puerto rico,PRI,PRI,americas,caribbean,181,0.11978753248166124,115.78259569803872,9.189992330187843,8.346998784655616,0.3194115793864642,2.2422155354704176,1.340475091976779,171.01892118100767,0.23178651609059808,0.22116820408598817,0.671412280456309,3074.81015057034,NA,27906.35865234375,4923.459099020277,0.00795980449912909,0.12058328449575588,29005.662109375,NA,0.1048961579799652,2,10100,0.6359055661342361,153391695.30357143,153391694.94642857,28.405380074794476,35.348214285714285,27.097687702912552,34.13392857142857,7.596153846153846,7.230769230769231,0.1928055036594462,0.1928055036594462,0.019230769230769232,0.019230769230769232,7.673076923076923,153391696.5625,0.5384615384615384,4.876036025010622,0.875,0
korea (the democratic people's republic of),PRK,PRK,asia and the pacific,north-east asia,182,0.07655311454578366,22.687987388245137,4.516161618343166,4.790792037485731,0.5138177118964621,0.6477121268935062,0.7990800988790393,135.224783178072,0.5575904266616744,0.1795256667170003,0.732442442408573,6261.259147454463,0.19495874548715256,2020.3361944974808,113482.28925308002,0.00776165826972458,0.1276793867283577,49026.92947408945,73.40433247884114,0.12000492155986628,2,10100,0.34442106671087314,19501721.173076924,19501721.178418804,11.076271978928395,11.806089743589743,9.801554418445598,10.542735042735043,0.029649595687331536,0.03288409703504043,0.17202083984420063,0.1727749741650749,0,0,6.269541778975741,19501727.549679488,0.6986522911051213,2.3861918610382595,1.509433962264151,0.04905660377358491
portugal,PRT,PRT,europe and central asia,central and western europe,183,0.9616210418035,8.645288641222457,6.582058321037251,7.013237067088808,0.4818356511616804,0.8703974126050138,0.943999687561929,77.78199740818569,0.5144466492464533,0.28364702802354996,0.4831168670087944,17331.814269262166,NA,30946.748632688545,16631.05001050031,0.0262133501085778,0.404117276904902,33004.16975099422,76.95987542539253,0.06563397348250329,2,10100,0.4410818806961879,10853708.89963899,10853709.715523466,11.909935285979328,12.144404332129964,14.274957055882895,14.497472924187726,1.6937590711175616,2.936865021770682,0.1555837297223826,0.1555837297223826,0.11538461538461539,0.05878084179970972,4.799709724238026,10853712.514079422,0.6269956458635704,2.495280439150351,1.0870827285921625,1.676342525399129
paraguay,PRY,PRY,americas,south america,184,2.9364396151427052,1.0959613690214582,5.520776742465041,5.898950862234705,1.1736186363693766,0,0,65.58128101919165,1.534974026708169,0.29749363314478516,0.8580800417912671,9708.669568266609,0.11107022646286388,4752.970585108864,NA,0.01242265626049003,0.16815204553031163,25096.401647826595,69.02079821036796,0.20607566989933335,2,101,0.186625888470543,0.04530234390388024,0.0531810124089029,4.512899901498508,4.236950955288556,5.765748617272478,5.487492613748277,0.06913531613157377,0.11128619263344494,0.05785205173588019,0.06488631002780765,1.5046287177467008,1.1774670080756353,1.3628126846562931,1.6724443569036833,0.025211739216072483,1.330761859172532,0.11719519401221194,1.3305101437857003
"palestine, state of",PSE,PSE,asia and the pacific,western asia,185,2.990154706730562,117.66738678317472,1.4190951499594264,3.041268195014402,0.49523503731849583,0.401605535773046,0.33167248450813214,41.08720025350881,0.7244315937507985,0.3869524255048397,0.9071132426345072,22536.00325686433,0.10383493834663005,NA,7069.518798828125,NA,NA,30484.287745276164,NA,0.07114634662866592,1,10000,0.6557986839186578,124853703.37209302,124853704.53488372,18.949321605541087,25.03488372093023,22.492531409602105,28.372093023255815,4.703703703703703,5.493827160493828,0,0,0,0,7.209876543209877,124853707.95348836,0.09876543209876543,3.4184574683507285,0.43209876543209874,1.2098765432098766
french polynesia,PYF,PYF,asia and the pacific,oceania,186,NA,NA,NA,NA,0.01738008952177152,2.8438403257509557,2.09091431629367,151.7499974568685,0.02142660798256756,0.0801217913591888,0.23256362053436488,0,NA,NA,7291.06244938548,NA,NA,NA,NA,0.06519858539104462,0,0,0.20345106446429304,523776499.5121951,523776499.75609756,5.896561668765161,35.51219512195122,6.670755217152257,36.09756097560975,0.1935483870967742,0.2903225806451613,0.27479348419517685,0.27479348419517685,0,0,4.290322580645161,523776503.0243902,0,1.13789725688196,0,0
qatar,QAT,QAT,asia and the pacific,western asia,187,6.756733872340276,7.467627251148224,0.07206038225641741,0.20081584170527225,0.20593155140444735,1.5919625471102312,0.8078626990318298,1.3640936733092237,0.2797949058586136,0.18417621482936836,1.04969492854688,0,NA,980.5231850490394,46556.93154502126,1.4495842270681336e-4,0.00200250391576786,21344.05126953125,NA,0.17030589941407548,0,0,0.34495548953946004,57650569.275167786,57650570.48322148,8.809430776998914,11.644295302013424,11.86460316510036,14.61744966442953,2.4827586206896552,3.8275862068965516,0.2093994702873621,0.2093994702873621,0.1103448275862069,0.06896551724137931,2.4551724137931035,57650570.61744966,0,1.9655485525213439,0,0
réunion,REU,REU,africa,east africa and adjacent islands,188,NA,NA,NA,NA,0.0331415357068181,3.53666721979777,2.264557369550069,237.00011410920516,0.03611945394299028,0.10390278397058712,0.5898159674584046,3.5304438626133758e-40,NA,NA,5418.8140869140625,NA,NA,NA,NA,0.06519858539104462,0,0,0.5689918681979179,143165577.53333333,143165579.2,14.44737786906106,21.7,18.51880645751953,25.5,1.9285714285714286,3.2142857142857144,0.23114955738128629,0.23114955738128629,0,0,7,143165584,0.5714285714285714,3.6447996901614323,0,0
romania,ROU,ROU,europe and central asia,central and western europe,189,0.3607824453211146,11.560751428253042,4.221069562977574,4.67522558927521,0.5812401400345838,0.0103032584468754,0.00756246263515452,97.77337808832355,0.6144610749181715,0.19308787652509737,0.7821075669373383,12941.677884324168,NA,34778.86894514705,21163.82556754296,0.02068339740198975,0.328573065977225,38564.12761791415,71.05320510749183,0.1890138360012913,2,10100,0.4918519280634792,1619113.2379994974,1619113.356119628,13.395893329765714,13.152802211610958,13.923307810301033,13.679819050012567,0.44969818913480886,0.8395372233400402,0.09585079266255493,0.09585079266255493,0.15618712273641852,0.20975855130784707,5.269114688128773,1619118.2631314402,0.738430583501006,2.802809144154761,3.7253521126760565,3.772887323943662
russian federation (the),RUS,RUS,europe and central asia,eastern europe,190,0.1489174967210123,13.380015851884744,3.2160939992500506,3.5677645716392306,0.35171151052953065,0.04858801176211713,0.02849042712113529,129.34806735896962,0.3430727965421009,0.2029787777945813,0.892311853108797,841.411073177875,0.17735191989525842,1408.8904055315995,14316.64479548071,0.00123838827529475,0.01993993979139297,53042.57032799944,63.85478742889149,0.24338025054860105,2,10100,0.07149054499170347,14199514.370147947,14199514.358037146,2.5461687264256425,3.2188224209228955,2.4988188012082944,3.1702150440414383,0.18735973289070604,0.16493615675904835,0.06993394411686266,0.07616004834222519,0.03664808591064469,0.028402925331231718,0.7310679820937134,14199514.934734918,0.09574929282622806,0.804425260264869,0.5278833648298112,0.5870009365112441
rwanda,RWA,RWA,africa,east africa and adjacent islands,191,0.15762693007470358,3.4437501480683737,2.9657546530668983,3.4745342394318244,1.5848958211314397,0,0,106.37443747986045,1.8961571924614185,0.6757398705289821,0.9261300921038746,16764.418683498752,0.19334923566212703,5123.153113494766,NA,0.0217025401058664,0.35158966436904276,93662.87160669192,47.25435996778083,0.15219405722437482,3,10101,0.46439718693768334,79536431.4074074,79536431.44107744,10.209542923040324,14.242424242424242,10.580786444924094,14.58922558922559,0.017482517482517484,0.055944055944055944,0.08411860971318674,0.13368381436173407,0.458041958041958,0.46503496503496505,7.286713286713287,79536438.84511785,0,1.9715781527590919,0.3916083916083916,0.1958041958041958
saudi arabia,SAU,SAU,asia and the pacific,western asia,192,6.750782923191869,3.800662257844152,0.1714477271312022,0.07750982291727854,0.15223738966913172,0.18468599591072388,0.10492765412106704,3.3042618514835413,0.27222894882572696,0.1250313315398142,0.983676409776061,372.4149194396865,0.1675507728041721,457.9230667955528,18211.845885068415,5.133831163214826e-4,0.00831197762398072,25716.67709492167,72.46018809342125,0.14703475440313477,2,10100,0.1284536731915558,3410092.287947883,3410092.3473941367,3.7294068743335127,3.732899022801303,4.4699965683869225,4.472312703583062,0.2570857632233596,0.39517148566534804,0.007949997624980392,0.007949997624980392,0.01300925737123282,0.012805350515884344,2.3457036825578075,3410094.9840798047,0.00783002324538151,0.9190834042899182,0.002569226377390808,0.014844419069369112
sudan (the),SDN,SDN,africa,north africa,193,5.297906478119366,0.6673489004573727,0.7765561511591045,0.9628876556752026,0.4084349026693516,0.06510572013246667,0.04068072051855274,10.667208324891398,0.4928012708751476,0.3347963775256944,0.952651064402787,477.2851717277863,0.3527414085901129,1227.030978492862,51102.67540174915,7.546741863629447e-4,0.01200578365406089,64047.713270449305,59.82839225970301,0.0531306856432434,1,10000,0.20193484395372038,188483.23412472024,188483.23763549392,4.938155523098647,4.714661868609295,5.4935444468188495,5.269407995787072,0.011016019310950186,0.02369980250164582,0.019811416758462052,0.023170497599784522,1.1421549264867237,1.067632214175993,2.0004827737546633,188485.6503269408,0.03405749396532807,1.5288334691775638,0.19477726574500767,0.38218125960061444
senegal,SEN,SEN,africa,west africa,194,3.3938668550399096,0.5776091889736449,3.043167200207204,3.355037382151607,0.8984245329681544,0.32395080875775306,0.2973122438715731,49.92876611620526,1.1340647399620938,0.4746104574980799,0.9203077890769232,1086.6161727224676,0.12405317306806923,1516.3575619437977,33356.97905934967,0.00152754430911205,0.0246842658578215,65940.51788227326,55.840801261490846,0.03894878591429277,1,100,0.3834661667377689,2710328.562894405,2710328.5671013882,5.731435138082545,5.668910391249474,8.568148908237498,8.498527555742532,0.02653748946925021,0.062342038753159225,0.031363760644904634,0.05257626829727697,0.6040438079191238,0.3087615838247683,3.452822240943555,2710332.648296172,0.09098567818028644,0.8352862149351469,0.6693344566133108,3.081297388374052
singapore,SGP,SGP,asia and the pacific,south-east asia,195,NA,0.2344196200370789,29.33437156677246,27.768599700927737,0.9167025312781334,5.972499966621399,3.756001353263855,189.5013084411621,1.894062414765358,1.4506096504628658,0.22695664446666797,699.8457772391183,NA,0,93981.552734375,0.00114619931264314,0.01897338544949889,18583.951904296875,NA,0.07508532827099164,1,1,0.724628709256649,536870919.5,536870919.5,34.71566422780355,57.625,34.71566422780355,57.625,10,10,1.256780040760835,1.256780040760835,0,0,10,536870919.5,1.3333333333333333,2.1255508263905845,0,0
south georgia and the south sandwich islands,SGS,SGS,americas,south america,196,NA,NA,NA,NA,0.00785360580130693,1.188369700707585,0.801913387086018,167.85223863945632,0.03283524384968756,0.09378039027142332,0.6507864670731732,NA,NA,NA,6398.0620659049355,NA,NA,NA,NA,0.14421910047531128,NA,NA,0.008940018331393218,2147483648,2147483648,NA,128,NA,128,NA,NA,NA,NA,NA,NA,NA,2147483648,NA,NA,NA,NA
"saint helena, ascension and tristan da cunha",SHN,SHN,africa,southern africa,197,NA,NA,NA,NA,0.00148141963290981,1.3045867681503296,1.3439012169837952,144,0,0,0,0,NA,NA,55680.41912895441,NA,NA,NA,NA,0.14421910047531128,0,0,0.19927503634244204,2147483648,2147483648,NA,128,NA,128,NA,NA,NA,NA,NA,NA,NA,2147483648,NA,NA,NA,NA
svalbard and jan mayen,SJM,SJM,europe and central asia,central and western europe,198,0,62.84169376266236,1.3448923461414084,1.5995969582454912,0.01060947669391692,0.37895117968774944,0.19413033341771735,118.0254993838785,0.03415839038031161,0.10888017707507956,1.0145945597655477,0,NA,NA,4491.959668918011,NA,NA,NA,NA,0.07171264290809631,1,10000,0.014720012810850416,109070839.90970655,109070839.90970655,0.0023781212841854932,6.503386004514673,0.0023781212841854932,6.503386004514673,0,0,0,0,0,0,0,109070839.90970655,0.0023781212841854932,0,0,0
solomon islands,SLB,SLB,asia and the pacific,oceania,199,0,35.60496258428868,25.705255281259895,22.519032730552116,0.27589550851718775,5.18161389642133,2.9412023285905757,249.37150516794688,0.28413578053602206,0.24412019410665925,0.6475594752518347,0,NA,339.7383019319454,57200.12397187056,4.9930242699559585e-5,6.897530028235527e-4,54563.03125,NA,0.0923089809034149,1,10000,0.11396066266420583,161222496.0960961,161222496.0960961,5.812684594810783,14.771771771771771,7.72529591445799,16.53153153153153,0,0.006493506493506494,0.24714670271214936,0.2669008934088362,0,0,2.918831168831169,161222499.23723724,0,1.192161269776233,1.4545454545454546,2.8636363636363638
